id,Title,Artist,Dynasty,CreditLine,Dimensions,ImgPath,ImgUrl,Materials,Description,Museum,PlaceOri,Inscribed,Classifications,Medium,OnlyArtist,main_start,main_end,sub_start,sub_end,periods
11,代表中国灯笼，成对之一,,清朝（1644-1911年），约1700-1850年,艾弗里·布伦戴奇藏品,高81.5英寸 x 宽17.5英寸；底部宽22.5英寸,images/asian_chinese34.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/20911/preview,木头,,亚洲艺术博物馆,中国,,装饰艺术,,,1644.0,1911.0,1700.0,1850.0,清朝
13,罗汉之首,,明朝（1368年－1644年）,艾弗里·布伦戴奇收藏,高11.5英寸×宽7.25英寸×深10英寸，高29.2厘米×宽18.4厘米×深25.4厘米,images/asian_chinese37.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/58279/preview,带有颜料痕迹的杨树,,亚洲艺术博物馆,中国,,雕塑,,,1368.0,1644.0,,,明朝
12,中国女性的婚礼裙,,清朝（1644-1911年），约1800-1911年,托马斯·卡尔·豪的赠礼，纪念弗朗西斯卡·迪林·豪,高38英寸 x 宽46英寸，高96.5厘米 x 宽116.7厘米,images/asian_chinese36.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/18/preview,丝绸锦缎上的刺绣,,亚洲艺术博物馆,中国,,纺织品,,,1644.0,1911.0,1800.0,1911.0,清朝
15,大白菜,蒋伯玉（中国，1916年 - 2015年）,2006年,格洛丽亚和彼得·易的赠礼,高18英寸×宽24英寸；高45.7厘米×宽61厘米（含框）,images/asian_chinese41.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/31185/preview,纸上墨迹,当代 江伯鱼绘 白菜 纸本水墨,亚洲艺术博物馆,,,绘画,,江伯宇,2006.0,2006.0,,,
20,长码头：中国虾船二号,刘虹（美籍，1948年－2021年）,1996年,波士顿地产的礼物,"整体（A）：高42 1/2英寸 × 宽28英寸 × 深1 9/16英寸（108厘米 × 71.1厘米 × 4厘米）
整体（B）：高3 1/4英寸 × 宽15 1/4英寸 × 深1 9/16英寸（8.3厘米 × 38.7厘米 × 4厘米）",images/asian_chinese61.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/73893/preview,异形画布上的油画,,亚洲艺术博物馆,,,绘画,,刘虹,1996.0,1996.0,,,
19,长码头：中国帆船,刘虹（美国，1948年－2021年）,1996年,波士顿地产的礼物,整体尺寸：高54 3/16英寸 × 宽36 1/16英寸 × 深1 9/16英寸（137.6厘米 × 91.6厘米 × 4厘米）,images/asian_chinese60.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/73895/preview,布面油画,"洪浩（Hung Liu）成长于中国毛泽东时代，曾接受社会主义现实主义绘画训练。1984年移民加利福尼亚后，她在加州大学圣地亚哥分校学习艺术。其画作常以历史照片为蓝本，通过标志性的晕染与滴溅技法覆盖画面，形成""既保存又破坏""的独特效果。这些作品重现了淘金热时期中国帆船的历史影像——这种配备全篷帆的航海船只在19世纪洲际贸易中扮演重要角色。作品标题《长码头》指向1848年建于旧金山现金融区的一座历史性码头。",亚洲艺术博物馆,,,绘画,,刘虹,1996.0,1996.0,,,
14,白菜形鼻烟壶,,清朝（1644-1911年），约1800-1900年,玛格丽特·波拉克的礼物,H. 3 1/2 英寸,images/asian_chinese40.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/7762/preview,釉瓷,鼻烟壶 中国人专门设计了一种瓶子来盛放鼻烟——一种掺有香料的烟草细末，用来吸食。17世纪末，欧洲人将鼻烟引入清朝宫廷，吸鼻烟成为皇室的一种习惯，宫廷制作了许多鼻烟壶。除了清洁鼻窦，鼻烟还被认为可以缓解头痛，到19世纪初，吸鼻烟在中国已成为一种普遍的做法。早期的鼻烟壶形式简单，但到了18世纪末，药用鼻烟壶已经演变成了精美的艺术品，被视为收藏品。这些鼻烟壶对收藏家的吸引力一直持续到今天。鼻烟壶是中国艺术在微型形式上的反映。它们尤其富含中国的象征意义，因为作为随身携带的物品，它们反映了主人的情感。它们的装饰经常象征着主人对祝福、多子多孙、财富和地位以及长寿的愿望。,亚洲艺术博物馆,中国,,装饰艺术,,,1644.0,1911.0,1800.0,1900.0,清朝
18,中国女子的百褶裙,,清朝（1644-1911年），约1850-1900年,格拉迪斯·克洛卡斯·巴伯/梅布尔·克洛卡斯·加纳亚洲纺织品与装饰艺术收藏之馈赠,高39英寸，高99.0厘米,images/asian_chinese54.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/1553/preview,丝绸,这条裙子的具体款式被称为“鱼鳞百褶裙”，因为缠足女子的小步行走会使两侧众多细密的褶裥如鱼鳞般均匀摆动。蓝色缎面上织有云中蝙蝠的图案，寓意“福运”。裙门（及后幅）上的刺绣采用打籽绣（即在织物表面形成小疙瘩的针法），描绘了女子从事各种高尚活动的场景，与前述袍服上的图案相似。裙身其余装饰还包括花卉、果实、蝴蝶和蝙蝠等纹样。,亚洲艺术博物馆,中国,,纺织品,,,1644.0,1911.0,1850.0,1900.0,清朝
17,中国女性的婚礼裙,,清朝（1644-1911年），约1850-1911年,厄休拉·W·宾汉姆夫人捐赠,裙子宽110英寸，长35又1/4英寸；腰带宽43英寸,images/asian_chinese51.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/116/preview,丝绸锦缎配刺绣装饰,清代，满族服饰的非正式形制与汉族正式服饰相融合，依据民族与阶层衍生出新的风格。这件马面裙两侧宽大，前后各有长方形裙门，正体现了这种创新。裙子以提花丝绸制成，裁为一片式，系于腰间时可适应各种体型。部分裙面以蓝色丝线刺绣吉祥纹样，结合了文人雅物与花卉图案。穿着者会经历象征性的庆典，并通过这些纹样了解社会对她的期许——缔结良缘、多子多福。中央裙门处的花瓶牡丹纹以金线勾勒，左侧圆柱形容器盛放着珊瑚、卷轴和如意，右侧则饰有莲花及菊花梅枝纹盘。裙身两侧散落着穿梭于牡丹、玉兰、梅枝与莲荷间的蝴蝶纹，边缘以黑色缎带镶边，其上装饰蝙蝠与花卉纹样。,亚洲艺术博物馆,中国,,纺织品,,,1644.0,1911.0,1850.0,1911.0,清朝
16,上衣与中国女子的褶裙,,清朝（1644-1911年），约1840-1900年,五月·贝丝、乔治亚和玛丽娜·谢为纪念她们的母亲王玫瑰而赠。,高38 3/4英寸×宽49 1/2英寸，高98.4厘米×宽125.7厘米（顶部）；高38英寸×宽43英寸，高96.5厘米×宽109.2厘米（裙部）,images/asian_chinese45.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/4778/preview,棉质上衣搭配缎面裙，饰有金、银及丝线刺绣,"这件上衣和衬衫采用轻薄的纱质面料，配以精致的装饰，表明它们是为中国上层阶级女性设计的夏季服饰。如此完整保存的套装实属罕见。上衣采用对襟设计，开口处用一对扭成花形的纽扣和结合镂空与刺绣工艺的坠饰固定。这件简约的服装在侧缝等位置饰有精美的黑缎镶边，上面装饰着如意头纹样，上方还点缀着飞舞的蝴蝶。纱质面料上织有寿字纹圆章，周围环绕着五只蝙蝠，象征""五福""（寿、富、康宁、攸好德、考终命）。蓝色袖口绣有梅花与水仙的醒目纹样，这对组合同样寓意长寿。正式的百褶裙装饰着金银线构成的图案，细长的如意纹坠饰会随着身体摆动而摇曳。",亚洲艺术博物馆,中国北京,,纺织品,,,1644.0,1911.0,1840.0,1900.0,清朝
22,瓷板屏风,,约1700,乔治·G·索拉尼和雪莱·索拉尼的赠礼,H. 68 1/2 英寸 × W. 64 英寸 (174 厘米 × 40.6 厘米),images/asian_chinese65.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67781/preview,红木与瓷器,,亚洲艺术博物馆,中国,,装饰艺术,,,1700.0,1700.0,,,
23,边椅，一对之一,,约1900年,乔治和雪莱·索拉尼的礼物,整体尺寸：高40 1/8英寸 × 宽20 7/8英寸 × 深17 1/8英寸（101.9厘米 × 53厘米 × 43.5厘米）,images/asian_chinese66.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67798/preview,红木,,亚洲艺术博物馆,中国,,装饰艺术,,,1900.0,1900.0,,,
24,侧椅，一对之一,,约1880年,乔治·G·索拉尼和雪莱·索拉尼的赠礼,整体尺寸：高41 3/8英寸 × 宽20 3/8英寸 × 深16 7/8英寸（105.1厘米 × 51.8厘米 × 42.9厘米）,images/asian_chinese67.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67807/preview,红木,,亚洲艺术博物馆,中国,,装饰艺术,,,1880.0,1880.0,,,
26,带弧形靠背的学士扶手椅，成对之一,,约1850年,乔治·G·索拉尼和雪莉·索拉尼的赠礼,整体尺寸：高36又7/8英寸 × 宽24又1/8英寸 × 深25又3/4英寸（93.7厘米 × 61.3厘米 × 65.4厘米）,images/asian_chinese69.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67839/preview,榆木,,亚洲艺术博物馆,中国,,装饰艺术,,,1850.0,1850.0,,,
27,带角腿的边桌,,1800-1900,帕特里夏·戈登的礼物,整体尺寸：高35英寸 × 宽46又7/8英寸 × 深17又1/2英寸（88.9厘米 × 119.1厘米 × 44.5厘米）,images/asian_chinese70.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67859/preview,黄花梨,,亚洲艺术博物馆,中国,,装饰艺术,,,1800.0,1900.0,,,
25,带弧形靠背的学士扶手椅，成对之一,,约1850年,乔治和雪莱·索拉尼的礼物,整体尺寸：高36 3/4英寸 × 宽24 3/8英寸 × 深24 1/4英寸（93.3厘米 × 61.9厘米 × 61.6厘米）,images/asian_chinese68.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67832/preview,榆木,,亚洲艺术博物馆,中国,,装饰艺术,,,1850.0,1850.0,,,
29,轭背扶手椅，一对之一,,约1750年至1850年,帕特里夏·戈登的礼物,整体尺寸：高41又15/16英寸 × 宽23又1/4英寸 × 深19又3/4英寸（106.5厘米 × 59.1厘米 × 50.2厘米）,images/asian_chinese72.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67846/preview,黄花梨,,亚洲艺术博物馆,中国,,装饰艺术,,,1750.0,1850.0,,,
30,圆盘,,大约1200-1250,斯坦福地区华人俱乐部的礼物,D. 3/4英寸 x 直径7 7/8英寸，D. 1.9厘米 x 直径20.1厘米,images/asian_chinese73.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/73582/preview,漆；红、绿、黑,,亚洲艺术博物馆,可能在中国福州地区,,装饰艺术,,,1200.0,1250.0,,,
21,女士夹克,,清朝（1644-1911），约1900年,Shozo Sato代表A. D. Moore的赠礼,高35.5英寸×宽60.5英寸，高90.2厘米×宽153.7厘米,images/asian_chinese63.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/4763/preview,日本和中国的丝绸、镀金纽扣以及进口的编织带,"这件别致的中国女夹袄采用自琉球（今冲绳）进口的染色丝绸制成，衣料上印有蝴蝶纹饰及由佛教八宝与暗八仙纹样组成的团花纹。衣襟缀有三道镶边：最外层褐色绸缎上装饰盘长结与如意头纹样，寓意长寿吉祥；另两道进口镶边分别饰有绿蝙蝠（谐音""福""）与青花缠枝纹。五枚西式平顶鎏金纽扣表面錾刻花卉纹饰。",亚洲艺术博物馆,中国,,纺织品,,,1644.0,1911.0,1900.0,1900.0,清朝
28,轭背扶手椅（一对之一）,,约1750年至1850年,帕特里夏·戈登的礼物,整体尺寸：高42英寸 × 宽23 1/4英寸 × 深19 3/4英寸（106.7厘米 × 59.1厘米 × 50.2厘米）,images/asian_chinese71.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/67086/preview,黄花梨（中国红木）,,亚洲艺术博物馆,中国,,装饰艺术,,,1750.0,1850.0,,,
33,桃李梅杏象征幸福长寿,李维信（中国，1947年生）,2003年,齐翔的礼物,高46 3/4英寸×宽25英寸，高119厘米×宽63.5厘米（整体尺寸）,images/asian_chinese76.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/31172/preview,纸本水墨设色,,亚洲艺术博物馆,,华静园主人魏新画，启祥题于癸未仲春北京。,绘画,,李维欣,2003.0,2003.0,,,
31,书法,米广江（中国，1963年生）,2005年,哈吉·努尔·丁的礼物,高35 3/4英寸×宽20 3/4英寸，高90.8厘米×宽36.2厘米（画面）；高54 1/4英寸×宽20 3/4英寸，高137.8厘米×宽52.7厘米（整体）,images/asian_chinese74.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/6026/preview,纸上墨迹,伊斯兰教在中国有着悠久的历史，中国穆斯林在许多活动中发挥了重要作用，尤其是在金融和贸易领域。中国历史上最著名的穆斯林或许是明朝伟大的海军将领和探险家郑和，他在15世纪初率领中国船队穿越东南亚，绕过印度，沿着非洲东海岸航行。在此后的几个世纪里，中国穆斯林发现，他们对汉语和阿拉伯语的了解使他们在广阔的贸易路线上占据优势，因为这两种语言在商业交易中被广泛使用。这幅作品的艺术家哈吉·努尔·丁（米广江）是一位中国穆斯林，他受过阿拉伯书法艺术的训练。他的书法作品是阿拉伯和中国书法传统的不寻常结合，突出了中国的身份和多样性问题。艺术家通过拉希德·帕奇的翻译，对这幅书法作品做出了如下解释：大汉字的意思是“和平”。汉字的形状也构成了阿拉伯字母as-salaam（“和平”），以高度风格化的“sini”风格阿拉伯文字垂直书写。因此，这件作品是一个混合体，同时用中文和阿拉伯文书写“和平”。在书法的上部，顶部面板也是sini风格的阿拉伯字母（尽管非常高度风格化），上面写着“以最仁慈、最慈悲的上帝的名义”。阿拉伯字母的sini风格是在中国发展起来的（sini在阿拉伯语中的意思是“中文”），尽管它有13个世纪的发展历史，但东亚以外的穆斯林并不熟悉它。它通常使用毛笔，而不是大多数阿拉伯书法中使用的芦苇笔。字母形式的粗细变化比其他主要的阿拉伯文字风格要大得多，而且通常具有几乎流动的特征。Sini文字经常像中文一样垂直书写（和阅读），以及通常的阿拉伯语从右到左的模式。来自中国传统书法和艺术的形式和图形图案经常被融入sini阿拉伯语中，丰富了文字。这部分中的阿拉伯字母形成了武器架中交叉长矛的形状，这是武术学校的传统展示，也是中国图形中的常见设计主题。如果矛尖直指上方，则表示警惕、潜在的敌意、麻烦或战争。矛尖相互交叉，形象地表达了和平、敌对行动的结束和安全。,亚洲艺术博物馆,,,绘画,,米广江,2005.0,2005.0,,,
36,母子,林风眠（中国，1900年－1991年）,大约1980年至1990年,芭芭拉·J·迈尔斯的礼物,高15英寸×宽12又1/4英寸，高38厘米×宽31厘米（图像）；高29英寸×宽22英寸，高71.1厘米×宽55.9厘米（整体衬垫）,images/asian_chinese79.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/3023/preview,纸本水墨设色,林风眠于20世纪20年代在欧洲研习印象派艺术多年，他将中国题材与西方技法和透视效果相融合，形成了独特的中西风格结合。这幅以深色调描绘两人形象的作品，展现了一种大胆的表现实验：林风眠将人物置于空白背景前，突出战争中无家可归难民衣衫褴褛的贫困处境。赤足的孩子紧紧依偎着母亲，仿佛在寻求她的庇护。回国后，林风眠被任命为新成立的北京艺术专科学校校长，后又在杭州艺专担任类似职务。林风眠及其学生如吴冠中（1919-2010）和赵无极（1920-2013），被认为是中国画中探索印象派与抽象艺术最具创造力和成就的艺术家。在经历动荡的文化大革命后，林风眠移居香港，全心投入绘画。他凭记忆重绘了许多为避免政治迫害而亲手毁掉的作品。,亚洲艺术博物馆,,,绘画,,林风眠,1980.0,1990.0,,,
32,《红高粱家族》,张人骏,清朝（1644年－1911年），康熙帝在位期间（1662年－1722年），1669年,约瑟夫和王南希为纪念王新忠博士及夫人而捐赠,高30.48厘米 × 宽61.28厘米（原尺寸：高12英寸 × 宽24又1/8英寸）,images/asian_chinese75.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/61349/preview,纸本水墨设色,"这幅画与十一首书法诗作共同演绎了九世纪讽刺作品《黄粱一梦》的典故。书生卢生在客栈等候黄粱饭时，向仙人吕洞宾倾诉对现实的绝望。仙人让失意的卢生枕上神奇瓷枕入梦。梦中卢生历经数十载富贵荣华，拜相封侯，儿孙满堂。醒来时黄粱饭尚未煮熟，他惊问：""刚才的荣华，莫非是梦？""吕洞宾答曰：""人世之事，亦犹是矣。""",亚洲艺术博物馆,中国,江汉西来，高楼下、蒲萄深碧。犹自带、岷峨雪浪，锦江春色。君是南山遗爱守，我为剑外思归客。对此间、风物岂无情，殷勤说。,绘画,,张人骏,1644.0,1911.0,1662.0,1722.0,清朝
35,饰有欧洲人物图案的六角形茶壶,,清朝（1644-1911年），约1725-1775年,艾弗里·布伦戴奇藏品,高7英寸×宽4英寸，高18厘米×宽10.15厘米,images/asian_chinese78.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/16001/preview,金属珐琅,一位身着18世纪服饰的欧洲男子如中国文人般席地野餐；不远处，有位欧洲妇人正在哺育婴孩。他们身处中式庭院，妇人身后堆叠着线装书册，男子背后摆着张红木案几，上面陈列着青铜古器、瓷瓶与一盘佛手柑。这幅画面究竟要传达什么？至今仍是个谜。画中人物形象很可能临摹自欧洲素描或版画，但这对男女却怡然自得地融入了中国庭院。此类工艺品多专为欧洲市场制作，但欧式人物与中式场景的混搭，无论在中国还是欧洲观者眼中，想必都透着几分奇异趣味。,亚洲艺术博物馆,中国,,金属艺术,,,1644.0,1911.0,1725.0,1775.0,清朝
34,花、松与竹,顾昉（中国，1650年—1700年）,清朝（1644-1911年），1694年制,叶氏珍藏,高97英寸×宽28 1/8英寸，高246.4厘米×宽71.4厘米（整体）；高55 1/2英寸×宽22 7/8英寸，高141.0厘米×宽58.1厘米（图像）,images/asian_chinese77.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/58714/preview,绢本设色,,亚洲艺术博物馆,中国,,绘画,,古方,1644.0,1911.0,1694.0,1694.0,清朝
37,树木与人物,林风眠（中国，1900年－1991年）,约1980-1990年,芭芭拉·J·迈尔斯的礼物,图片尺寸：高11 3/4英寸 × 宽14 3/4英寸（29.8厘米 × 37.5厘米）,images/asian_chinese80.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/3024/preview,纸本水墨设色,林风眠于20世纪20年代在欧洲研习印象派艺术多年，他将中国的题材与主题同西方的透视法和氛围效果相融合，形成了一种独特的中西风格结合。这幅构图紧凑、色彩深沉的作品展现了他对自我表达的大胆尝试；林风眠以充满活力的水墨线条迅速覆盖画面，赋予作品丰富的质感和即兴创作的意味。忧郁情绪的痕迹——风景中孤独的人物、光秃的树木——或许反映了艺术家渴望逃离的心境。26岁回国后，林风眠被任命为新成立的北京艺术学院的院长，这一职位享有盛誉；后来他又担任了杭州艺术学院的类似职位。林风眠及其学生，如吴冠中和赵无极（1920–2013），被认为是中国画中探索印象派和抽象艺术最具创造力和成就的艺术家之一。1977年，文化大革命结束后不久，林风眠定居香港，全身心投入绘画创作。,亚洲艺术博物馆,,,绘画,,林风眠,1980.0,1990.0,,,
39,心之谷5号,王无邪（中国，生于1936年）,1999年,怡情斋藏品之赠,高35 1/4英寸×宽35 1/4英寸，高89.5厘米×宽89.5厘米（画面）；高41英寸×宽40 3/4英寸，高104.1厘米×宽103.5厘米（整体）,images/asian_chinese84.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/4241/preview,纸上墨彩,这幅画作以扭曲的图像和空间为特色，属于一系列展现中国传统艺术与西方当代艺术交融的实验性作品。王无邪将中国山水以棱镜折射般的形态呈现，画面中多面体结构交错、元素重复堆叠、透视关系消弭。这些作品既是对当下中国山水画流动本质与破碎视角的诠释，亦是对光影、肌理、空间与形态的深度探索。艺术家出生于广州，1946年随家人移居香港，五十年代中期加入香港美术会并师从吕寿琨教授研习中西绘画技法，六十年代初赴美接受系统的美术与设计训练。作为香港新水墨运动的核心人物，王无邪在大量创作中融汇中国笔墨皴法与西方色调结构，并通过众多关于造型设计的著作持续推动现代主义在香港艺坛的传播。,亚洲艺术博物馆,,"这颗心忽然逃往陌生的地方  
逃到时间框架之外的异乡  
在这里你的情感开始成形  
化作如画的山峦峰顶河流与谷地  
供你徜徉其间 留下难忘游踪  

莫问为何你的心颤抖不息  
为何总觉察到森森寒意  
为何从前发生的不复存在  
为何此刻所见已非旧时风景  

你当超越喜忧爱憎  
领悟盛衰的永恒轮回  
知晓一切厄运终可跨越",绘画,,,1999.0,1999.0,,,
38,护法韦驮,,明朝（1368-1644年），约1500-1600年,旧金山美术博物馆转让，阿尔伯特·M·本德赠予,高66 1/4英寸×宽38 1/2英寸，高168.3厘米×宽97.8厘米,images/asian_chinese83.jpg,https://searchcollection.asianart.org/internal/media/dispatcher/68864/preview,绢本设色,韦陀是印度战神塞建陀的中国化形象，塞建陀是印度教神祇湿婆之子。中国僧人释道宣（卒于九世纪中叶）所撰佛教典籍中首次提及韦陀，称其为协助释迦牟尼佛的勇猛战士。韦陀因精通武艺，成为四大天王（护持四方之神）麾下三十二神将之首。后来韦陀作为护法神广受尊崇，民间信众称之为“护法韦陀尊天菩萨”。在寺庙中，韦陀通常立于大殿右侧，以示誓愿护持佛法、庇佑信众。本件造像中，韦陀被塑造成一位威风凛凛的白面小将。他身着华丽铠甲，双脚分开，双手扶兵器而立。肩甲与靴上饰有狮面纹，大腿处亦有类似纹样并悬垂饰件。飘带与披帛随风扬起，令造像富有动感。,亚洲艺术博物馆,中国,旧标签附于底座，上书：宋武洞清韦陀像真迹,绘画,,,1368.0,1644.0,1500.0,1600.0,明朝
