Img_path,Credit Line,Portfolio,Materials,Artist,Markings,Publisher,On View,Department,School,Date,Inscribed,Classifications,Signed,(not entered),Dynasty,More Information,Img_url,Dimensions,Composer,Printer,Object number,Place of Origin,Period,Culture,Provenance Statement,Title
images/asian_chinese34.jpg,The Avery Brundage Collection,,Wood,,,,Not on view,Chinese Art,,prob. 1700-1850,,Decorative Arts,,,Qing dynasty (1644-1911),,https://searchcollection.asianart.org/internal/media/dispatcher/20911/preview,H. 81 1/2 in x W. 17 1/2 in; W. 22.5 at base,,,B62M66.b,China,,,,"Stand for Chinese lantern, one of a pair"
images/asian_chinese36.jpg,Gift of Thomas Carr Howe in memory of Francesca Deering Howe,,Embroidery on silk damask,,,,Not on view,Chinese Art,,approx. 1800-1911,,Textiles,,,Qing dynasty (1644-1911),,https://searchcollection.asianart.org/internal/media/dispatcher/18/preview,"H. 38 in x W. 46 in, H. 96.5 cm x W. 116.7 cm",,,1988.4,China,,,,Chinese woman's wedding skirt
images/asian_chinese37.jpg,The Avery Brundage Collection,,Poplar with traces of pigments,,,,Not on view,Chinese Art,,,,Sculpture,,,Ming dynasty (1368-1644),,https://searchcollection.asianart.org/internal/media/dispatcher/58279/preview,"H. 11 1/2 in x W. 7 1/4 in x D. 10 in, H. 29.2 cm x W. 18.4 cm x D, 25.4 cm",,,B60S17,China,,,,Head of an arhat (Chinese: luohan)
images/asian_chinese40.jpg,Gift of Margaret Polak,,Porcelain with glaze,,,,On view,Chinese Art,,approx. 1800-1900,,Decorative Arts,,,Qing dynasty (1644-1911),"Snuff Bottles The Chinese specially designed bottles to hold snuff—a preparation of powdered tobacco enhanced with spices that is made to be inhaled. Introduced to the Qing court by Europeans in the late 1600s, snuff taking became an imperial habit, and many bottles were produced for the court. Besides clearing one’s sinuses, snuff was also believed to relieve headaches, and by the early nineteenth century its inhalation had become a widespread practice in China. Early examples were simple in form, but by the late 1700s medicinal bottles had evolved into beautiful works of art that were viewed as collectors’ items. The appeal of these bottles to collectors continues to this day. Snuff bottles are a reflection of Chinese art in miniature form. They are especially rich in Chinese symbols because, as objects carried on one’s person, they reflect the sentiments of their owners. Their decorations frequently symbolize the owner’s wishes for blessings, numerous offspring, wealth and rank, and longevity.",https://searchcollection.asianart.org/internal/media/dispatcher/7762/preview,H. 3 1/2 in,,,2006.19,China,,,,Snuff bottle in the shape of a Chinese cabbage
images/asian_chinese41.jpg,Gift of Gloria and Peter Yee,,Ink on paper,"Kong Pak-yu (Chinese, 1916 - 2015)",,,Not on view,Chinese Art,,2006,,Painting,,,,當代 江伯魚繪 白菜 紙本水墨 Chinese cabbage is found in almost every farmers' market in the Bay Area. Kong has captured the earthy freshness of this vegetable through his use of bold ink washes.,https://searchcollection.asianart.org/internal/media/dispatcher/31185/preview,H. 18 in x W. 24 in; H. 45.7 cm x W. 61 cm (framed),,,F2007.3.2,,,,,Chinese Cabbage (Bok Choy)
images/asian_chinese45.jpg,"Gift of May Beth, Georgia, and Marina Hsieh in honor of their mother, Rose Wang",,"Cotton top and satin skirt with gold, silver, and silk embroidery",,,,Not on view,Chinese Art,,approx. 1840-1900,,Textiles,,,Qing dynasty (1644-1911),"清末愯缎檊絏女盾彩绣百益眧 The lightweight gauzy fabrics and sophisticated decoration of this top and shirt indicate that they were designed for summer wear by a woman of the Chinese upper classes. It is rare to find such an ensemble intact. The top opens down the center; the opening is secured with a pair of buttons twisted into floral shapes and with pendants that feature a combination of openwork and embroidery. This simple garment has elaborate black satin trim on the side seams and elsewhere; the trim is decorated with the head of a wish-granting wand (ruyi) above which floats a butterfly. The gauze is woven with a design of the character for long life (shou) in medallions surrounded by five bats; this grouping represents the Five Blessings (longevity, wealth, health, love of virtue, and a peaceful death). The blue cuffs are embroidered with a bold design of plum blossoms and narcissus a pairing that also represents longevity. The formal pleated skirt is decorated with designs formed by gold and silver threads. Its long, thin pendants with wish-granting symbols sway with the movement of the body.",https://searchcollection.asianart.org/internal/media/dispatcher/4778/preview,"H. 38 3/4 in x W. 49 1/2 in, H. 98.4 cm x W. 125.7 cm (top); H. 38 in x w. 43 in, H. 96.5 cm x W. 109.2 cm (skirt)",,,2004.89.a-.b,"Beijing, China",,,,Upper garment and Chinese woman's pleated skirt
images/asian_chinese51.jpg,Gift of Mrs. Ursula W. Bingham,,Silk damask with embroidered decoration,,,,Not on view,Chinese Art,,approx. 1850-1911,,Textiles,,,Qing dynasty (1644-1911),"Informal modes of Manchurian dress blended with formal Han Chinese dress during the Qing dynasty and evolved into new styles based on ethnicity and class. This loose skirt, with wide sides and rectangular panels in front and back, reflects that innovation. Made of woven-patterned silk, the skirt is tailored into a single piece to fit all sizes when tied around the waist. It is partly embroidered in blues, with auspicious symbols combining scholars’ objects and flower arrangements. The wearer would have undergone a symbolic celebration and, through the symbols, learned the expectations assigned to her, namely to form a happy marriage and give birth to many sons. The lavish peony blossoms in a vase on the center panels are highlighted by gold threads. To the left is a cylindrical container holding corals, scrolls, and a wish-granting wand. From the right emerges a lotus and platters of chrysanthemum and plum branches. Scattered on the sides of the skirt are butterflies weaving through sprays of peony, magnolia, plum, and lotus. The edges and hems are bordered with black trims decorated with bats and flowers.",https://searchcollection.asianart.org/internal/media/dispatcher/116/preview,W. 110 in x L. 35 1/4 in skirt; W. 43 in waistband,,,1988.32.27,China,,,,Chinese woman's wedding skirt
images/asian_chinese54.jpg,Gift of the Gladys Klockars Barber/Mabel Klockars Garner Collection of Asian Textiles and Decorative Arts,,Silk,,,,Not on view,Chinese Art,,approx. 1850-1900,,Textiles,,,Qing dynasty (1644-1911),"The specific style of this skirt is called a ""fish-scale one hundred pleat skirt"" ( yulin baizhe qun ) because the small steps of a woman with bound feet caused the many narrow pleats on the sides to swing uniformly in a manner like rippling fish scales. The blue damask ground has a woven pattern of bats amidst clouds, a motif conveying a blessing for good fortune or luck ( fuyun ). The embroidery on the front (and back) flat panel, done in Peking knots (also known as knot stitch, referring to small knots made on the fabric surface), depicts women engaging in various virtuous pursuits similar to those found in the robe above. The remaining decoration on the skirt includes flowers, fruits, butterflies, and bats.",https://searchcollection.asianart.org/internal/media/dispatcher/1553/preview,"H. 39 in, H. 99.0 cm",,,1992.9,China,,,,Chinese woman's pleated skirt
images/asian_chinese60.jpg,Gift of Boston Properties,,Oil on canvas,"Hung Liu (American, 1948 - 2021)",,,Not on view,Chinese Art,,1996,,Painting,,,,"Hung Liu grew up under the Maoist regime in China, where she was trained in socialist realism painting. She immigrated to California in 1984 to study art at the University of California, San Diego. Her paintings are often based on archival photographs, which she “both preserves and destroys” through signature washes and drips that overlay her compositions. Her paintings recreate Gold Rush-period photographs of Chinese junks, sailing vessels with fully battened sails that played an important role in intercontinental trade during the nineteenth century. The works’ title, The Long Wharf , references a San Francisco wharf built in 1848 in what is now the city’s financial district.",https://searchcollection.asianart.org/internal/media/dispatcher/73895/preview,Overall: H. 54 3/16 in × W. 36 1/16 in × D. 1 9/16 in (137.6 cm × 91.6 cm × 4 cm),,,F2000.51.1,,,,,"The Long Wharf: Chinese Junks (The Three Graces) (From an Archival Photograph, Circa 1885)"
images/asian_chinese61.jpg,Gift of Boston Properties,,OIl on shaped canvas,"Hung Liu (American, 1948 - 2021)",,,Not on view,Chinese Art,,1996,,Painting,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/73893/preview,Overall (A ): H. 42 1/2 in × W. 28 in × D. 1 9/16 in (108 cm × 71.1 cm × 4 cm) Overall (B): H. 3 1/4 in × W. 15 1/4 in × D. 1 9/16 in (8.3 cm × 38.7 cm × 4 cm),,,F2000.51.7.a-.b,,,,,The Long Wharf: Chinese Shrimp Junk II
images/asian_chinese63.jpg,Gift of Shozo Sato on behalf of A. D. Moore,,"Japanese and Chinese silk, gilt buttons, and imported braiding",,,,Not on view,Chinese Art,,approx. 1900,,Textiles,,,Qing dynasty (1644-1911),"清朝五彩染緞女夾瞕 This unusual Chinese jacket is made from dyed silk imported from Okinawa. It is dyed with butterflies and medallions made up of the Eight Buddhist Symbols and attributes of the Eight Immortals. It has three rows of trimmings. The outer one of brown silk is appliquéd with endless knots and heads of the wish-granting wand (ruyi tou), implying a wish for longevity and wishful fullfilllment. The two imported trims show green bats (blessings) and blue-and white-decorations. The five gilt buttons with the Western-style flat tops are embellished with floral decorations.",https://searchcollection.asianart.org/internal/media/dispatcher/4763/preview,"H. 35 1/2 in x W. 60 1/2 in, H. 90.2 cm x W. 153.7 cm",,,2004.84,China,,,,Lady's jacket
images/asian_chinese65.jpg,Gift of Giorgio and Shelley Sorani,,Hongmu (Chinese blackwood) and porcelain,,,,Not on view,Chinese Art,,approx. 1700,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67781/preview,H. 68 1/2 in × W. 64 in (174 cm × 40.6 cm),,,F2022.20.1,China,Qing dynasty,,,Folding screen with porcelain panels
images/asian_chinese66.jpg,Gift of Giorgio and Shelley Sorani,,Hongmu (Chinese blackwood),,,,Not on view,Chinese Art,,approx. 1900,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67798/preview,Overall: H. 40 1/8 in × W. 20 7/8 in × D. 17 1/8 in (101.9 cm × 53 cm × 43.5 cm),,,F2022.20.2.1,China,Qing dynasty,,,"Side chair, one of a pair"
images/asian_chinese67.jpg,Gift of Giorgio and Shelley Sorani,,Hongmu (Chinese blackwood),,,,Not on view,Chinese Art,,approx. 1880,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67807/preview,Overall: H. 41 3/8 in × W. 20 3/8 in × D. 16 7/8 in (105.1 cm × 51.8 cm × 42.9 cm),,,F2022.20.2.2,China,Qing dynasty,,,"Side chair, one of a pair"
images/asian_chinese68.jpg,Gift of Giorgio and Shelley Sorani,,Yumu (Chinese elm),,,,Not on view,Chinese Art,,approx. 1850,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67832/preview,Overall: H. 36 3/4 in × W. 24 3/8 in × D. 24 1/4 in (93.3 cm × 61.9 cm × 61.6 cm),,,F2022.20.3.1,China,Qing dynasty,,,"Scholar's armchair with curved rest, one of a pair"
images/asian_chinese69.jpg,Gift of Giorgio and Shelley Sorani,,Yumu (Chinese elm),,,,Not on view,Chinese Art,,approx. 1850,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67839/preview,Overall: H. 36 7/8 in × W. 24 1/8 in × D. 25 3/4 in (93.7 cm × 61.3 cm × 65.4 cm),,,F2022.20.3.2,China,Qing dynasty,,,"Scholar's armchair with curved rest, one of a pair"
images/asian_chinese70.jpg,Gift of Patricia Gordon,,Huanghuali (Chinese rosewood),,,,Not on view,Chinese Art,,1800-1900,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67859/preview,Overall: H. 35 in × W. 46 7/8 in × D. 17 1/2 in (88.9 cm × 119.1 cm × 44.5 cm),,,F2022.21.1,China,late Qing dynasty,,,Side table with corner legs
images/asian_chinese71.jpg,Gift of Patricia Gordon,,Huanghuali (Chinese rosewood),,,,Not on view,Chinese Art,,approx. 1750 - 1850,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67086/preview,Overall: H. 42 in × W. 23 1/4 in × D. 19 3/4 in (106.7 cm × 59.1 cm × 50.2 cm),,,2022.120,China,Qing dynasty,,,"Yoke-back armchair (guanmaoyi), one of a pair"
images/asian_chinese72.jpg,Gift of Patricia Gordon,,Huanghuali (Chinese rosewood),,,,Not on view,Chinese Art,,approx. 1750 - 1850,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/67846/preview,Overall: H. 41 15/16 in × W. 23 1/4 in × D. 19 3/4 in (106.5 cm × 59.1 cm × 50.2 cm),,,2022.121,China,Qing dynasty,,,"Yoke-back armchair (guanmaoyi), one of a pair"
images/asian_chinese73.jpg,Gift of Stanford Area Chinese Club,,"Lacquer; Red, green, black",,,,Not on view,Chinese Art,,probably 1200-1250,,Decorative Arts,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/73582/preview,"D. 3/4 in x Diam. 7 7/8 in, D. 1.9 cm x Diam. 20.1 cm",,,B77M4,"possibly Foochow area, China",,,,Round Dish
images/asian_chinese74.jpg,Gift of Haji Noor Deen,,Ink on paper,"Mi Guangjiang (Haji Noor Deen) (Chinese, b. 1963)",,,Not on view,Chinese Art,,2005,,Painting,,,,"Islam has a long history in China, and Chinese Muslims have played significant roles in a number of activities, particularly finance and trade. Perhaps the most famous Muslim in Chinese history is the great Ming dynasty admiral and explorer Zheng He, who led a Chinese fleet through Southeast Asia, around India, and along the east coast of Africa in the early 1400s. For centuries after, Chinese Muslims found that their knowledge of both Chinese and Arabic gave them an advantage along the vast trade routes where these two languages were widely used for business dealings. The artist of this work, Haji Noor Deen (Mi Guangjiang), is a Chinese Muslim who is trained in the art of Arabic calligraphy. His calligraphy works are an unusual combination of the Arabic and Chinese calligraphic traditions, highlighting issues of identity and diversity in China. The artist, as translated by Rashid Patch, provides this explanation of the calligraphy: The large Chinese character means ""peace."" The shape of the Chinese also forms the Arabic lettering as-salaam (""peace""), written vertically in highly stylized ""sini"" style Arabic script. So, the piece is a hybrid, reading ""peace"" simultaneously in Chinese and Arabic script. In the upper section of the calligraphy, the top panel is also in sini style Arabic letters (though very highly stylized) reading ""In the Name of God, Most Merciful, Most Compassionate."" The sini style of Arabic lettering was developed in China (sini means ""Chinese"" in Arabic), and although it has a thirteen-century-long history of development, it is not well known to Muslims outside of East Asia. It often employs a brush rather than the reed pen used in most Arabic calligraphy. The letter forms tend to vary in thickness far more than the other major Arabic script styles, and often have an almost liquid character. Sini script is frequently written (and read) vertically, like Chinese script, as well as in the usual Arabic right-to-left pattern. Forms and graphic motifs from traditional Chinese calligraphy and art are often incorporated into sini Arabic, enriching the script. The Arabic letters in this section form the shape of crossed spears in a weapons rack, a traditional display in martial arts schools and a common design motif in Chinese graphics. If the spear tips were pointed straight up, it would express wariness, potential hostility, trouble, or war. With the spear points crossed over each other, the image expresses peace, the end of hostilities, and security.",https://searchcollection.asianart.org/internal/media/dispatcher/6026/preview,"H. 35 3/4 in x W. 20 3/4 in, H. 90.8 cm x W. 36.2 cm (image); H. 54 1/4 in x W. 20 3/4 in, H. 137.8 cm x W. 52.7 cm (overall)",,,2005.94,,,,,Calligraphy
images/asian_chinese75.jpg,Gift of Joseph and Nancy Wang in memory of Dr. and Mrs. Hsin-Chung Wang,,Ink and colors on paper,Zhang Renjun (Chinese),"Zheng Fujiao(two seals), Sun Yuangui (one seal), Zhu Qiuxiu (two seals), Jin Junming (two seals), Shen Zhifang (one seal), Yong Yuanji (one seal), Wang Qiu (one seal), Shi Han (two seals),  Zhou Yunyin (one seal), Zhang Gusheng (two seals), Zhang Renjun (two seals)",,Not on view,Chinese Art,,1669,漢陽江上雨霏霏，夢破紅塵覺昨非，一自春風黃鶴去，至今鐵笛少人吹。,Painting,"Artist signature: Shihan 史漢。 

Seal: Shihan 史漢(白文扁方印)；Wen 文(白文扁方印)；Yunchuang 芸窗(引首，白文長方印)。",,"Qing dynasty (1644 - 1911), Reign of the Kangxi emperor (1662 - 1722)","This combination of a picture and eleven poems in calligraphy retells an episode from a ninth-century satire known as Lu Sheng’s Dream of Yellow Sorghum. While waiting in a country inn for a meal made of yellow sorghum, a type of millet, Lu Sheng told the Immortal Lu Dongbin of his severe despair at reality. The immortal placed the despondent Lu Sheng on a magic pillow. Soon Lu Sheng dreamed of a long, wealthy life, glorious success in an appointment at court, and a happy family with many generations. When he awoke, all disappeared, and only the yellow sorghum was still cooking. He wondered, “Was that a dream?” “That is the human world,” replied Lu Dongbin.",https://searchcollection.asianart.org/internal/media/dispatcher/61349/preview,"H. 12 in x W. 24 1/8 in, H. 30.48 cm x W. 61.28 cm",,,1998.32.a,China,,,,The Dream of Yellow Sorghum
images/asian_chinese76.jpg,Gift of Qi Xiang,,Ink and colors on paper,"Li Weixin (Chinese, b. 1947)",Wei Xin; Qi Xiang,,Not on view,Chinese Art,,2003,"Painted by Wei Xin, Master of the Studio Huajingyuan (Elite in tranquility and distance) and inscribed by Qi Xiang, Beijing, in the middle spring of the year kuiwei (2003).",Painting,,,,,https://searchcollection.asianart.org/internal/media/dispatcher/31172/preview,"H. 46 3/4 in x W. 25 in, H. 119 cm x W. 63.5 cm (overall)",,,F2006.65.3,,,,,Peaches and Bayberries Represent Happiness and Longevity
images/asian_chinese77.jpg,The Yeh Family Collection,,Ink and colors on silk,"Gu Fang (Chinese, 1650 - 1700)",,,Not on view,Chinese Art,,dated 1694,,Painting,"王翬、楊晉、王雲、顧政、徐玫、顧昉、吳芷、虞浣八人合作   花卉松柏錦集  絹本設色
Wang Hui (王翬1632-1717), zi: Shigu 石谷. hao: Gengyan daoren 耕煙道人; Qinghui zhuren 清翬主人; Wumu shangren 烏目山人; Jianmen qiaoke 劍門樵客. native of Changshu, Jiangsu. Representative of the the Qing orthodox Yushan 虞山 school. 
Wang Yun (王雲1652-after 1735), zi: Hanzao 漢藻; Wen’an 雯庵. hao: Qingchi 清癡; Zhuli 竹里. native Gaoyou 高郵 of Jiangsu. Once, Wang was recommended as a distinguished painter of Jiangnan, to receive an oral award of Emperor Kangxi (r. 1662-1722). His figures and architectural paintings followed Qiu Ying, while his landscapes were close to Shen Zhou. 
Yang Jin (楊晉1644-1726), zi: Zihe 子鶴; Zihe 子和. hao: Xiting 西亭; Gulin qiaoke 谷林樵客; He daoren 鶴道人. Native of Changshu, Jiangsu. A pupil of Wang Hui, often substituted painting for Wang Hui. p.1188
Gu Zheng (顧政 active. late 17th ce), zi: Liuji 六紀. He changed his last name, Yang 楊, to Gu after he was accepted as a pupil by Gu Jianlong (顧見龍1606-?), from Taicang, Jiangsu, who was assigned to paint Buddhist figures for imperial temples.  p.1538
Xu Mei (徐玫 active. late 17th ce), zi: Cairuo彩若. hao: Huawu 華塢. A bird-and-flower painter from Wu (Suzhou), Jiangsu. He also succeeded in figure painting.    p. 707
Gu Fang (顧昉 active. late 17th ce), zi: Rifang 日方; Yuanshi 元始. hao: Ruozhou 若周; Wangao 晚皋；Gengyun 耕雲. Native of Huating (Shanghai). His landscape modeled after Song-Yuan masters. Wang Hui recognized his skills and often asked him to work together on assignments from the court.    p. 1537
Wu Zhi (吳芷 active. late 17th ce), zi: Ai’an 艾庵. A bird-and-flower painter from Wujing of Jiangsu.    
Yu Huan (虞浣 active. late 17th ce), zi: Hanzhi浣之; Hanzhi 澣之. From Jiangdu (Yangzhou) of Jiangsu. Artistically influenced by his close friend Wang Hui. He rendered his landscape by simple, solid brushwork, yet his bird-and-flower paintings were classically refined.    


Inscription and seal: 
1. Center top: Pine painted by Jianmen qiaoke Wang Hui four days before the changzhi (summer) of the year jiaxu (1694). 2 seals: Seal of Wang Hui; Shigu.
2. Left top: Plums painted by Yang Jin from Yushan. 2 seals: Seal of Yang Jin; Zihe.
3. Left: Wang Yun from Hanshang added Linzhi fungus, cymbidium, and green cypress. 1 seal: Wang Yun.
4. Lower left: Camellia painted by Gu Zheng from Luojiang. 1 seal: Gu Zheng
5. Right: Xu Mei from the Wu area painted Tainzhu (Nandian). 2 seals: Hua; Wu
6. Upper Right: Additional ink work by Gu Fang from Yunjian. 2 seals: Seal of Gu Fang; Yun Jian
7. Right center: Chinese rose by Wu Zhi from Songling. 2 seals: Wu; Zhi
8. Lower Right: Narcissus painted by Yu Huan from Nansha. 2 seals: Wanzhi; Yu Huan",,Qing dynasty (1644-1911),,https://searchcollection.asianart.org/internal/media/dispatcher/58714/preview,"H. 97 in x W. 28 1/8 in, H. 246.4 cm x W. 71.4 cm (overall); H. 55 1/2 in x W. 22 7/8 in, H. 141.0 cm x W. 58.1 cm (image)",,,2013.24,China,,,,"Flowers, Pine and Bamboo"
images/asian_chinese78.jpg,The Avery Brundage Collection,,Enamel on metal,,,,Not on view,Chinese Art,,approx. 1725-1775,,Metal Arts,,,Qing dynasty (1644-1911),"Here a European man in eighteenth-century costume sits on the ground like a Chinese scholar at a picnic; nearby a European woman nurses a baby. Their surroundings are a Chinese house and garden. Behind the woman is a stack of Chinese-style books, and behind the man is a Chinese table displaying an ancient Chinese bronze vessel, a vase, and a bowl of Buddha's-hand citrons. What we are to make of the scene is far from clear. The figure of the woman probably came from a European drawing or engraving, as perhaps the figure of the man did too. In any case they seem to have adapted themselves comfortably to lounging in their Chinese courtyard. Objects such as this were often made for the European market, but the mixture of European figures and Chinese setting must have seemed quaint to both Chinese and European eyes.",https://searchcollection.asianart.org/internal/media/dispatcher/16001/preview,"H. 7 in x W. 4 in, H. 18 cm x W. 10.15 cm",,,B60M473,China,,,,Hexagonal teapot with European figures
