Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
everted plate rim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2016.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3540_1
Fragment of base of vessel,,China,,,,Gift of W. Thomas Chase,,,Vessel,,,,,All_images\image2017.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3879_1
Pottery: Unidentified form,,China,,,,Gift of W. Thomas Chase,,,Vessel,,,,,All_images\image2018.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3290_1
Small dish,,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images\image2019.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3561_1-000001
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2020.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2835_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2021.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2901_1
Wall fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2022.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3502_1
Rim fragment,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2023.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3506_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2024.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_08
Pottery: Unidentified form,,"Yueh kiln site, China",,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2025.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2798_1
Lower wall of small vessel,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2026.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3823_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2027.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2873_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2028.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2844_1
Bowl,,"Sichuan province, China",1127-1279,"Stoneware with white slip under translucent brown glaze on inside, outside mainly unglazed",,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2029.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-163v1
Hair ornament,,China,1050-221 BCE,Glass,H x Diam (overall): 2.9 x 1.4 cm (1 1/8 x 9/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.9",,,Jewelry and Ornament,,,,,All_images\image2030.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.9_001
Mold,,"Longquan, Zhejiang province, China",12th-13th century,Unglazed stoneware,,Purchase — Charles Lang Freer Endowment,,,Tool and Equipment,,,,,All_images\image2031.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-196v1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2032.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2847_1
Pottery: Unidentified form,,China,,,,Gift of John A. Pope,,,Unclassified,,,,,All_images\image2033.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2930_2
Fragment of a dish,,"Zhejiang province, China",11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2034.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-258v2
Spearhead; in three pieces,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images\image2035.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-171a-c
"1 of rubbings of stone relief sculpture at the Lung-men caves, perhaps the Pin-yang Cave, but not firmly identified. (FSC-R-270 through FSC-R-272)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2036.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_19
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2037.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_27
Blue-and-white vessel,,China,,,,,,,Vessel,,,,,All_images\image2038.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-968_1
Blue-and-white vessel,,China,,,,Gift of Reverend David Plumer,,,Vessel,,,,,All_images\image2039.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-977_1
foot,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2040.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3548_1
Beveled rim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2041.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3535_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2042.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2854_1
foot,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2043.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3518_1
"Rubbing of stone sculpture at the Pin-yang Cave, Lung-men, Honan. The Emperor's Procession.",,China,,Ink on paper,H x W (Overall): 210.8 × 377.1 cm (83 × 148 1/2 in),,,,Rubbing,,,,,All_images\image2044.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-R-265_002
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2045.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2811_1
Blue-and-white vessel,,China,,,,,,,Vessel,,,,,All_images\image2046.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-962_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2047.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2869_1
Riverscape,Anna C. Chennault (1923-2018),China,early 1950s,Ink and color on paper,H x W: 56.5 × 29.2 cm (22 1/4 × 11 1/2 in),Gift from the Estate of Anna C. Chennault,,,Painting,,,,,All_images\image2048.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-RLS2018.16.8_001
Epitaph of Mme Wu (nee Tu),,China,inscription: 1051,Ink on paper,H x W: 67.6 x 67.3 cm (26 5/8 x 26 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2049.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7507_19
Blue-and-white vessel,,China,,,,,,,Vessel,,,,,All_images\image2050.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-970_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2051.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_23
Handle,,China,206 BCE-220 CE,Glass,H x W x D: 6.8 x 2.3 x 1 cm (2 11/16 x 7/8 x 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.283",,,Tool and Equipment,,,,,All_images\image2052.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8080_17
Footrim of small bowl,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2053.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3826_1
Everted rim,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2054.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3534_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2055.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2815_1
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2056.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_05
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2057.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_19
"Bowl, fragment of base",,China,,,,Gift of Richard J. Pearson,,,Vessel,,,,,All_images\image2058.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2780_1
Immortal,,China,1600-1700,Jade,H x W x D: 4.8 x 2.8 x 1.8 cm (1 7/8 x 1 1/8 x 11/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image2059.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6891_03
Bowl with spiral pattern,,China,late 19th century,Glass,H x Diam (overall): 18.1 x 25.5 cm (7 1/8 x 10 1/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.1",,,Vessel,,,,,All_images\image2060.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.255.1_001
Engraving of nine poems,,China,"inscriptions, ab: 618-907; c: 14th century",Ink on paper,H x W (overall): 69 x 151.1 cm (27 3/16 x 59 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2061.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_27
"1 of rubbings of stone relief sculpture and inscriptions at the Ku-yang Cave, Lung-men, Honan province (FSC-R-282 through FSC-R-310)",,China,,Ink on paper,,,,,Rubbing,,,,,All_images\image2062.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8482_18
Butterfly-shaped ornament,,China,618-907,Glass,H x W x D: 1.8 x 3.8 x 0.7 cm (11/16 x 1 1/2 x 1/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.22",,,Jewelry and Ornament,,,,,All_images\image2063.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_11
Blue-and-white vessel,,China,,,,,,,Vessel,,,,,All_images\image2064.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-963_1
BAse and lower wall of a bowl,,"Nanshan kilns, Jiangxi province, China",1127-1279,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images\image2065.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-133v1
Fragment of a dish,,"Zhejiang province, China",11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2066.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-255v1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2067.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2878_1
body,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2068.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3543_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images\image2069.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2843_1
"Bowl, fragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2070.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-269v1
BAse and wall of dish,,"Nanshan kilns, Jiangxi province, China",1127-1279,,,Gift of Mrs. Weir Gilmer,,,Vessel,,,,,All_images\image2071.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-143v1
Landscape,Formerly attributed to Juran (傳)巨然 (active 960-986),China,17th century,Ink and color on silk,H x W: 24.5 x 68.2 cm (9 5/8 x 26 7/8 in),Gift of Eugene and Agnes E. Meyer,,,Painting,,,,,All_images\image2072.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5805_04
Buckle; pair with FSC-B-254,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images\image2073.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-255
Self-portrait presented to Wang Jiyuan,"Zhang Daqian 張大千 (China, 1899-1983)",China,1965,Ink on paper,H x W (image): 59.3 x 44.5 cm (23 3/8 x 17 1/2 in),Gift of the Estate of Wang Chi-yuan,,,Painting,,,,,All_images\image2074.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_38
Album of Flowers and Portrait of Shitao - Plum Blossoms and Bamboo,Shitao (1642-1707),"Yangzhou, Jiangsu province, China",ca. 1698,Ink and color on paper,H x W (image): 26 x 34.5 cm (10 1/4 x 13 9/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2075.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5553_12
"Memorial Stele for Chan Master Dazhi (657-736), in clerical script 大唐故大智禪師碑",,China,inscription: 736; rubbing: 20th century,Ink on paper,H x W: 204.5 x 101.5 cm (80 1/2 x 39 15/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2076.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7491_24
"Stone Pillar of the Classic of Filial Piety, in clerical script 石臺孝經碑",,China,inscription: 745; rubbing: 20th century,Ink on paper,H x W: 302 x 117.5 cm (118 7/8 x 46 1/4 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2077.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7524_05
"The Thousand-character Essay, in standard script and cursive script 真草千字文",Zhiyong 智永 (Active second half 6th century),China,inscription: 550-600; rubbing: 20th century,Ink on paper,H x W: 232.3 x 83.3 cm (91 7/16 x 32 13/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2078.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7517_28
Epitaph of Widow Gao (867-935) in standard script 《唐高氏墓誌銘》,,China,inscription: 935; rubbing: 20th century,Ink on paper,H x W: 63.5 x 57.2 cm (25 x 22 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2079.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_02
Epitaph of Quan Nanchan (639-701) in standard script 《周泉男產墓誌銘》,,China,inscription: 702; rubbing: 20th century,Ink on paper,H x W (image): 113.3 × 108.8 cm (44 5/8 × 42 13/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2080.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5754_12
"Stele with Li Chi's ""Record of Moving the Stone Classics to the Metropolitan Academy"" in standard script 《京兆府府學新移石經記碑》",,China,inscription: 1090; rubbing: 20th century,Ink on paper,H x W: 125.8 x 63.6 cm (49 1/2 x 25 1/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2081.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5373_09
Pendant in the form of a dragon,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 9.9 × 8.5 × 0.5 cm (3 7/8 × 3 3/8 × 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2082.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.874_001
"Stele with Tao Gu's preface to Zhang Zhongxun's copy of ""Biographies of Eminent Monks"" in running script and heading in seal script 張仲荀抄高僧傳序碑",,China,inscription: late 10th century; rubbing: 20th century,Ink on paper,H x W (image): 152.5 x 80 cm (60 1/16 x 31 1/2 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2083.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_41
Hairpin (faji),,China,2nd century BCE- 2nd century CE,Jade,H x W x D: 8.1 x 2 x 0.6 cm (3 3/16 x 13/16 x 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2084.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8226_24
The Nestorian Stele in standard script 《大秦景教流行中國碑》,,China,inscription: 781; rubbing: 20th century,Ink on paper,H x W (a): 241.8 x 88.6 cm (95 3/16 x 34 7/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2085.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_06
Wine Container (zun) with masks (taotie) and dragons,,"Anyang, Henan province, China",ca. 1250-1200 BCE,Bronze,H x W x D: 30.2 x 29.1 x 29.1 cm (11 7/8 x 11 7/16 x 11 7/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2086.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7281_39
Bamboos and birds in winter,,China,17th-18th century,Ink and color on silk,H x W: 140.6 x 56.8 cm (55 3/8 x 22 3/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image2087.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5664_03
Tatars on Horseback,Formerly attributed to Chen Juzhong (late 12th-early 13th century),China,early 15th century,Ink on silk,H x W: 25.2 x 100 cm (9 15/16 x 39 3/8 in),Gift of Eugene and Agnes E. Meyer,,,Painting,,,,,All_images\image2088.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5925_11
Fragment of head of large statue of Buddha,,China,618-907,Stone,H x W x D (overall): 9.3 x 17.5 x 11.9 cm (3 11/16 x 6 7/8 x 4 11/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2089.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_19
Garment hook,,China,ca. late 4th-early 3rd century BCE,"Cast bronze inlaid with gold, silver, malachite, and turquoise",H x W x D: 17.8 x 2.3 x 3.7 cm (7 x 7/8 x 1 7/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2090.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.413_003
"Plaque with design of mountains, clouds and bats",,China,1644-1911,Cinnabar-rich stone,H x W x D: 9.5 x 8.5 x 1.6 cm (3 3/4 x 3 3/8 x 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images\image2091.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_03
Finial in the form of a bird,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 9.8 × 4.4 × 0.2 cm (3 7/8 × 1 3/4 × 1/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2092.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.841_001
Pendant in the form of a bird with horns,,"Anyang, probably Henan province, China",ca. 1300-1050 BCE,Jade (nephrite),H x W x D: 3.3 x 3.4 x 0.3 cm (1 5/16 x 1 5/16 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2093.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.567_001
Bodhisattva Avalokiteshvara (Guanyin),,China,618-907,Bronze with gilding,H x W: 11.2 x 5.2 cm (4 7/16 x 2 1/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2094.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_10
Garment hook (daigou),,China,ca. 4th-1st century BCE,Bronze,H x W x D: 4 x 6.5 x 2 cm (1 9/16 x 2 9/16 x 13/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2095.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.429_002
Fragment: portion of torso and right forearm,,"Probably from the Longmen Grottos, Henan province, China",ca. 7th-8th century,Stone,H x W x D (overall): 19.5 x 17.2 x 8.3 cm (7 11/16 x 6 3/4 x 3 1/4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2096.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6201_03
Small Buddhist bowl,,China,Period uncertain,Stone,H x Diam (overall): 8 x 13 cm (3 1/8 x 5 1/8 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image2097.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_18
"Running script, after Shitao",Wang Yachen (1894-1983),China,20th century,Ink on paper,H x W: 184.5 x 35.3 cm (72 5/8 x 13 7/8 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images\image2098.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_47
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 1.8 × 10.4 × 0.3 cm (11/16 × 4 1/8 × 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2099.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.843_001
Mirror,,China,206 BCE-220 CE,Bronze,Diam x D: 11.5 x 1.2 cm (4 1/2 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images\image2100.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5994_11
"Oracle bone fragments, inscribed",,"Anyang, probably Henan province, China",ca. 1250 - ca. 1050 BCE,Bone,H x W x D (each approximately): 0.3 × 1.5 × 0.8 cm (1/8 × 9/16 × 5/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images\image2101.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-40
Sword,,China,ca. 5th-4th century BCE,Bronze,H x W: 52.4 x 4.8 cm (20 5/8 x 1 7/8 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images\image2102.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7926_21
Stem and part of bowl of stem-bowl,,"Jingdezhen, Jiangxi province, China",14th century,Porcelain with cobalt pigment under clear glaze,H x W: 7.3 x 8.2 cm (2 7/8 x 3 1/4 in),Gift of John A. Pope,,,Vessel,,,,,All_images\image2103.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5363_02
Pendant in the form of a bird,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 3 x 2.3 x 1.6 cm (1 3/16 x 7/8 x 5/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2104.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.694_001
Square mirror (chien),,China,618-907,Bronze,H x W x D: 0.5 x 8.7 x 8.6 cm (3/16 x 3 7/16 x 3 3/8 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images\image2105.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_02
Album of the Feng River Landscape Scenes: Water Village,Hongren (1610-1664),"Shexien, Anhui province, China",1660,Ink on paper,H x W (image): 21.4 x 12.9 cm (8 7/16 x 5 1/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2106.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8119_21
